Luas lantai (m2),Jenis dinding,Jenis Lantai,Kepimilikan FTBAB,Sumber air minum,Sumber penerangan,Bahan bakar,Banyak ART,Outcome
84,3,5,1,7,1,4,4,1
120,1,2,1,2,1,4,4,1
406,3,5,6,2,1,4,10,1
144,3,5,6,2,1,4,4,1
200,3,5,1,2,1,4,7,1
54,3,5,6,2,1,4,6,1
104,3,5,6,3,1,4,5,1
9,1,6,1,3,2,4,1,1
80,3,5,6,2,1,4,6,1
32,3,5,6,2,2,4,5,1
104,3,5,6,2,1,4,8,1
75,3,5,6,2,1,4,5,1
264,1,2,1,2,1,4,3,1
160,3,6,1,2,1,4,10,1
30,1,2,1,2,1,4,5,1
153,3,6,1,2,1,4,5,1
51,3,6,1,2,1,4,3,1
168,3,6,1,2,1,4,4,1
104,1,6,1,2,1,4,5,1
135,3,5,6,2,2,4,5,1
280,1,2,1,1,1,4,6,1
56,1,2,1,3,1,4,9,1
85,1,2,1,2,1,4,3,1
80,3,6,1,2,2,4,6,1
187,1,2,1,3,1,4,3,1
30,3,6,1,2,1,4,4,1
40,3,5,2,3,1,4,10,1
42,3,5,1,2,1,4,3,1
160,3,6,1,3,1,4,3,1
132,1,9,1,2,1,4,1,1
50,3,6,1,2,1,4,4,1
140,3,6,1,3,1,4,2,1
153,1,6,1,2,1,4,3,1
180,1,2,1,3,1,4,4,1
84,1,2,1,2,1,4,4,1
120,1,2,1,2,1,4,6,1
400,1,2,1,3,1,4,5,1
49,3,6,1,2,2,4,4,1
120,1,2,1,2,1,4,6,1
120,1,2,1,3,1,4,10,1
80,1,2,1,3,1,4,2,1
323,1,2,1,3,1,4,2,1
84,3,5,6,4,2,4,7,1
60,1,2,1,4,1,4,2,1
50,3,6,1,2,1,4,2,1
20,3,6,1,2,2,4,4,1
80,1,2,1,2,1,4,3,1
100,1,2,1,2,1,4,7,1
84,1,2,1,2,1,4,9,1
100,1,2,1,2,1,4,3,1
45,3,6,1,2,2,4,4,1
108,1,2,1,2,1,4,7,1
54,3,6,1,6,1,10,2,1
80,1,4,1,6,1,4,4,1
288,1,2,1,2,1,3,7,1
48,1,2,1,2,2,4,3,1
266,1,6,1,4,1,4,9,1
110,1,2,1,2,1,4,3,1
180,1,2,1,2,1,7,4,1
72,3,6,1,2,1,4,5,1
30,3,5,6,2,2,4,3,1
35,1,2,1,4,1,4,4,1
60,3,6,1,4,1,4,7,1
98,1,2,1,2,1,4,3,1
110,1,4,1,4,1,4,5,1
80,1,2,1,4,1,4,4,1
24,3,5,2,2,2,4,3,1
280,1,2,1,4,1,4,9,1
209,1,2,1,2,1,4,4,1
28,1,2,1,2,1,4,2,1
40,3,5,3,2,2,4,3,1
40,3,6,2,4,1,4,3,1
70,1,2,1,2,1,4,10,1
90,1,2,1,4,1,4,5,1
35,3,6,2,4,2,4,5,1
32,3,6,2,4,2,4,4,1
21,3,6,2,2,2,4,5,1
112,1,2,1,4,1,4,3,1
35,3,2,1,4,1,4,1,1
130,1,2,1,2,1,4,2,1
108,1,2,1,2,1,4,4,1
18,3,6,2,4,2,4,3,1
40,3,6,2,2,1,10,4,1
30,3,6,1,2,1,4,2,1
18,3,6,1,3,1,4,1,1
96,1,2,1,2,1,4,3,1
32,1,2,1,2,1,4,6,1
42,1,2,1,2,1,4,2,1
28,1,2,1,2,1,4,2,1
42,1,2,1,2,1,4,4,1
108,1,2,1,2,1,4,3,1
32,3,6,2,2,1,4,3,1
80,3,6,1,4,1,4,4,1
63,1,2,1,4,1,4,8,1
108,3,6,1,4,1,4,6,1
54,1,6,2,5,1,4,3,1
150,1,6,1,5,1,4,2,1
105,3,5,1,3,1,4,6,1
30,3,8,6,3,1,10,2,1
144,1,2,1,4,1,4,4,1
180,1,6,1,5,1,2,5,1
84,1,6,1,4,1,4,3,1
35,3,5,4,2,2,4,3,1
60,3,6,6,2,1,4,9,1
35,3,5,1,2,1,4,4,1
70,3,6,6,5,2,4,4,1
20,3,6,6,2,2,4,4,1
30,3,6,1,2,1,0,1,1
70,3,5,1,2,1,4,3,1
49,3,2,1,2,1,4,6,1
78,1,6,1,2,1,4,4,1
36,3,6,1,2,1,4,6,1
60,1,2,1,4,3,4,3,1
54,3,2,1,2,3,4,3,1
66,1,2,1,2,1,4,5,1
54,1,2,1,4,1,4,1,1
66,1,2,1,2,3,4,3,1
54,1,2,1,2,3,4,4,1
60,1,2,1,2,3,4,4,1
66,1,2,1,4,3,4,3,1
66,1,2,1,2,1,4,4,1
60,1,2,1,2,3,3,3,1
63,1,6,1,2,1,3,6,1
180,1,2,1,1,1,3,6,1
63,1,6,1,5,1,4,4,0
207,1,2,1,5,1,4,5,1
45,1,2,1,2,1,4,4,1
80,1,2,1,4,1,4,8,1
240,1,1,1,2,1,4,4,1
108,3,6,1,2,1,4,5,1
200,1,2,1,1,1,3,4,1
78,1,6,1,2,1,4,4,1
49,3,6,1,1,1,4,5,1
28,3,6,1,2,1,4,2,1
35,3,6,1,2,1,4,7,0
80,1,6,2,4,1,10,8,1
63,1,2,1,2,1,4,5,1
40,1,2,1,4,1,4,1,1
28,3,6,1,4,1,10,4,1
108,1,2,1,2,1,4,3,1
70,1,1,1,2,1,4,4,1
90,3,6,1,1,1,4,2,1
48,3,6,1,4,1,4,2,1
45,3,6,1,4,2,4,3,1
98,1,2,1,4,1,4,5,1
28,3,6,1,6,1,4,3,1
60,1,2,1,4,1,4,2,1
28,3,6,1,4,1,4,3,1
70,1,2,1,4,1,4,4,1
63,3,6,1,3,1,4,4,1
91,3,6,1,3,1,4,5,1
96,1,2,1,3,1,4,5,1
45,1,6,1,2,1,4,5,1
50,1,6,1,4,2,10,4,1
60,3,5,1,4,1,4,7,1
63,3,5,1,2,2,4,6,1
80,1,6,1,4,1,4,6,1
55,3,5,1,2,1,4,4,1
56,2,4,1,4,1,4,3,1
24,3,6,2,4,1,4,2,1
54,3,5,1,4,2,4,6,1
40,3,5,1,4,2,4,3,1
91,1,2,1,6,1,4,3,1
72,1,6,1,7,1,4,1,1
126,1,2,1,7,1,4,3,1
84,3,6,1,7,1,4,2,1
119,1,2,1,7,1,4,4,1
98,1,6,1,7,1,4,5,1
105,1,6,1,5,1,4,5,1
120,3,2,1,7,1,4,4,1
168,1,2,1,7,1,4,4,1
50,1,6,1,7,1,4,5,1
54,3,5,1,7,1,4,3,1
72,1,1,1,7,1,4,3,1
105,1,1,1,7,1,4,2,1
108,3,5,1,7,1,4,8,1
48,1,6,2,7,1,4,1,1
126,1,2,1,7,1,4,3,1
30,3,6,1,7,2,10,1,1
63,3,6,1,7,1,4,7,1
48,2,5,1,7,1,4,5,1
63,3,6,1,7,1,4,3,1
128,3,6,1,5,1,4,6,1
126,1,2,1,8,1,4,4,1
54,3,5,1,8,4,10,3,1
35,3,5,6,8,4,4,2,1
54,3,5,6,8,1,4,3,1
88,1,2,1,7,1,4,2,1
54,3,5,2,7,1,4,2,1
18,3,5,1,5,2,4,1,1
54,4,5,1,8,2,4,6,1
54,3,5,6,8,3,4,3,1
105,1,6,1,8,1,4,5,1
84,1,6,1,6,1,4,2,1
126,1,2,1,9,1,10,4,1
80,3,5,1,8,1,4,3,1
90,3,6,1,7,1,4,4,1
40,3,5,2,8,2,4,4,1
45,1,2,1,6,1,4,4,1
45,3,6,1,6,1,4,4,1
78,1,6,1,8,1,10,6,1
105,1,6,1,9,1,4,6,1
200,1,2,1,8,1,4,8,1
66,4,6,1,8,1,4,10,0
134,1,2,1,8,1,4,2,1
60,3,5,1,7,1,4,3,1
42,1,6,1,7,1,4,3,1
108,1,6,1,7,1,4,8,1
30,3,6,1,7,2,4,2,1
54,3,6,1,7,1,4,1,1
108,3,5,1,8,1,4,11,0
200,1,4,1,7,1,4,3,1
57,3,6,1,4,1,4,8,1
60,3,5,6,8,1,4,4,1
50,3,5,1,8,1,4,9,1
90,3,6,1,8,1,4,5,1
175,1,2,1,6,1,4,3,1
72,3,5,1,7,1,4,3,1
68,1,2,1,8,2,4,3,1
96,3,5,1,8,1,4,5,1
160,1,2,1,8,1,4,2,1
72,3,5,6,8,1,4,7,1
63,3,6,1,3,2,4,2,1
54,3,5,6,5,1,4,7,1
84,1,6,1,6,1,10,4,1
63,3,6,1,7,1,4,3,1
64,1,6,1,7,1,4,1,1
300,1,6,1,3,1,4,3,1
54,3,6,1,7,2,4,3,1
63,3,6,1,7,1,4,3,1
35,3,6,2,3,2,4,1,1
63,3,5,1,3,2,10,4,1
90,3,2,1,7,1,4,4,1
80,3,5,6,3,2,4,2,1
84,3,6,1,7,1,4,2,1
63,3,6,1,7,1,4,3,1
210,1,2,1,7,1,4,5,1
130,1,2,2,7,1,4,3,1
60,1,2,1,3,1,4,4,1
117,1,2,1,7,1,4,5,1
84,3,5,6,6,2,4,5,1
48,3,4,2,7,1,4,2,1
84,3,6,6,7,1,4,4,1
91,3,6,1,7,1,4,4,1
82,3,6,1,7,1,4,7,1
91,1,6,1,7,1,4,5,1
122,3,5,1,7,1,4,7,1
120,3,5,1,7,1,4,2,1
81,3,6,1,7,1,4,2,1
98,1,6,1,7,1,4,3,1
120,3,5,1,7,1,4,7,1
35,1,4,1,7,1,4,3,1
91,3,6,1,7,1,4,6,1
35,3,6,6,7,4,4,3,1
96,3,6,6,7,1,4,1,1
98,3,6,1,7,1,4,5,1
84,3,6,1,7,1,4,4,1
48,3,6,1,7,1,4,5,1
56,3,6,1,7,1,4,4,1
98,3,6,1,7,2,4,5,1
70,1,6,1,7,4,4,7,1
94,3,6,1,7,1,4,5,1
105,3,5,6,6,1,4,7,1
156,1,2,2,6,1,4,6,1
72,3,6,1,6,1,4,7,1
108,1,2,1,6,1,4,10,1
30,1,2,1,6,4,4,3,1
63,1,2,1,6,1,4,5,1
90,3,6,6,7,2,4,4,1
72,3,6,1,6,2,4,5,1
136,3,5,1,3,1,4,4,1
108,3,5,1,6,1,4,9,1
91,1,6,2,2,1,4,4,1
40,3,5,1,1,1,4,5,1
42,3,6,2,2,1,4,3,1
45,3,6,6,5,2,4,2,1
78,1,2,1,2,1,4,3,1
28,3,8,1,2,1,10,3,1
54,3,6,1,6,1,4,5,1
59,3,2,2,3,1,4,4,1
35,3,6,2,2,2,3,5,1
60,3,5,1,5,1,4,5,1
168,3,6,1,2,1,4,5,1
108,3,6,1,2,1,4,7,1
136,1,2,1,2,1,4,6,1
45,3,5,6,2,2,4,4,1
35,3,6,1,2,1,4,8,1
56,3,5,1,3,1,4,5,1
55,3,6,1,2,1,4,2,1
106,3,6,1,3,1,4,5,1
70,3,6,1,3,1,4,5,1
70,3,2,1,3,1,4,4,1
98,3,6,1,3,1,4,7,1
135,3,6,1,3,1,4,4,1
42,3,6,1,5,1,4,5,1
24,3,6,4,2,1,4,5,1
40,3,6,4,4,2,4,4,1
24,3,2,1,2,2,4,2,1
108,1,2,2,4,1,4,4,1
84,3,5,1,2,1,4,5,1
70,3,6,1,4,2,4,4,1
140,1,2,1,2,1,3,6,1
75,1,6,1,5,2,4,4,1
160,1,2,1,2,1,4,5,1
138,1,2,1,5,1,4,3,1
192,1,2,1,5,1,4,2,1
150,3,6,1,2,1,4,5,1
120,1,2,1,3,1,4,4,1
200,1,2,1,3,1,4,7,1
200,1,2,1,2,1,4,4,1
360,1,2,1,2,1,4,7,1
125,1,2,1,3,1,3,2,1
99,3,6,1,4,1,4,6,1
63,3,6,1,4,1,10,2,1
252,1,6,1,5,1,4,11,1
60,1,6,1,2,1,4,3,1
18,3,2,1,2,1,4,1,1
93,1,6,1,2,1,4,4,1
48,3,6,1,4,1,4,4,1
112,3,6,1,2,1,4,3,1
200,1,2,1,2,1,4,4,1
88,1,6,1,2,1,4,7,1
72,3,2,1,4,1,4,3,1
162,1,2,1,2,1,4,6,1
108,3,6,1,4,1,4,5,1
84,1,2,1,2,1,4,2,1
18,1,6,1,4,2,4,5,1
108,1,2,1,2,1,4,3,1
63,1,2,1,2,1,4,6,1
54,1,6,1,4,1,4,4,1
207,1,2,1,4,1,4,8,1
60,1,6,1,2,1,4,5,1
48,3,6,1,4,1,4,5,1
90,3,6,1,2,1,4,4,1
96,1,2,1,2,1,4,4,1
119,1,2,1,4,1,4,5,1
84,1,2,1,4,1,4,4,1
54,1,6,1,4,1,4,4,1
45,4,6,6,4,2,4,3,1
40,3,6,1,4,1,4,5,1
153,1,2,1,3,1,4,9,1
88,1,2,1,4,1,4,4,1
63,3,5,1,4,1,4,5,1
63,3,6,1,4,1,4,5,1
63,1,2,1,4,1,4,3,1
112,1,6,1,2,2,4,7,1
35,3,6,1,4,2,4,3,1
35,3,5,1,4,1,10,7,1
40,3,5,6,7,3,4,1,1
82,1,2,1,7,1,4,5,1
63,1,2,1,4,1,4,6,1
35,3,6,1,4,1,4,4,1
108,1,2,1,7,1,4,4,1
45,1,2,1,4,1,4,4,1
108,1,2,1,4,1,4,5,1
105,3,6,1,4,1,4,10,1
36,1,2,1,4,1,4,4,1
150,1,2,1,4,1,4,3,1
98,1,6,1,4,1,4,6,1
108,1,2,1,4,1,4,4,1
102,1,2,1,4,1,4,6,1
63,1,6,1,7,1,4,6,1
93,1,6,1,4,1,4,3,1
54,3,5,1,4,1,4,2,1
96,3,6,1,5,1,4,6,1
112,1,2,1,2,1,4,5,1
60,1,2,1,4,1,4,3,1
104,1,2,1,2,1,4,5,1
54,3,6,2,2,1,4,2,1
105,1,2,1,4,1,4,2,1
28,3,6,2,5,1,4,4,1
77,1,6,1,4,1,4,1,1
120,1,6,1,2,1,4,4,1
54,3,6,1,9,1,4,6,1
140,1,2,1,9,1,4,8,1
54,3,6,1,2,1,4,5,1
78,3,6,1,2,1,4,4,1
135,3,6,2,2,1,4,6,1
48,3,6,1,9,1,4,4,1
63,3,6,1,9,1,4,2,1
66,3,6,6,9,1,4,3,1
88,3,6,1,9,1,4,5,1
72,1,6,1,9,1,4,7,1
55,3,6,1,9,1,4,5,1
84,1,6,1,9,1,4,5,1
84,1,6,1,9,1,4,3,1
105,1,6,1,9,1,4,4,1
35,3,6,1,2,1,4,3,1
72,3,6,1,9,1,4,4,1
119,1,6,1,9,1,4,6,1
100,1,6,1,9,1,4,6,1
84,3,6,1,5,1,10,1,1
35,1,6,1,4,1,4,6,1
49,1,6,1,4,1,4,5,1
72,3,6,1,4,1,4,6,1
45,1,6,1,4,1,4,3,1
35,3,6,1,5,1,4,7,1
35,3,6,4,4,1,4,4,1
42,3,6,1,2,1,4,2,1
42,3,6,1,4,2,4,4,1
35,1,6,1,4,1,4,4,1
35,3,6,1,3,1,4,4,1
41,3,6,1,6,1,4,6,1
119,1,6,1,2,1,4,3,1
330,1,2,1,5,1,4,8,1
66,1,2,1,5,1,4,4,1
35,3,6,1,4,1,4,7,1
45,1,2,1,5,1,4,5,1
63,1,6,1,6,1,4,3,1
63,1,6,1,9,1,4,2,1
161,1,2,1,2,1,7,2,1
161,3,2,1,9,1,4,7,1
77,3,6,1,4,1,4,4,1
35,3,6,4,2,3,4,5,1
35,3,6,1,2,1,4,2,1
35,3,6,4,2,3,4,3,1
40,3,6,1,2,2,4,4,1
120,3,6,1,2,1,4,5,1
35,1,6,1,2,3,4,4,1
45,1,6,1,5,2,10,4,1
35,3,6,4,5,3,4,6,1
45,3,6,6,4,2,4,2,1
48,3,5,1,5,2,4,2,1
60,3,6,1,5,1,4,4,1
77,3,5,1,2,2,4,5,1
77,1,6,1,2,1,4,4,1
42,3,6,6,2,2,4,4,1
120,1,2,1,6,1,4,2,1
82,1,6,1,1,2,4,4,1
98,3,6,1,2,1,4,5,1
70,1,4,1,2,1,4,5,1
168,3,5,1,5,1,4,4,1
135,3,6,1,2,1,4,5,1
91,3,6,1,2,1,4,4,1
42,3,6,1,2,2,4,4,1
78,3,6,1,4,1,4,2,1
45,3,6,6,2,2,1,3,1
150,1,2,1,5,1,4,5,1
153,1,2,1,2,1,4,6,1
150,3,6,6,2,1,10,5,1
98,3,5,6,2,1,4,4,1
99,3,6,1,5,1,4,2,1
72,3,8,1,4,1,10,2,1
84,3,6,1,4,1,10,3,1
42,3,6,1,4,1,4,3,1
82,1,2,1,4,1,10,3,1
56,1,6,1,5,1,10,3,1
60,1,2,1,4,1,4,4,1
45,3,6,1,4,1,10,5,1
149,1,2,1,5,1,4,2,1
72,1,6,1,4,1,10,2,1
72,1,2,1,4,1,4,3,1
84,3,6,1,4,1,10,6,1
112,1,2,1,5,1,4,5,1
84,1,6,1,5,1,10,5,1
60,1,6,1,4,1,10,3,1
60,1,6,1,4,1,10,1,1
60,3,6,1,4,1,10,3,1
135,1,6,1,5,1,4,6,1
84,1,6,1,4,1,4,3,1
56,3,6,2,4,1,10,4,1
88,1,2,1,4,1,10,3,1
84,1,6,1,4,1,4,3,1
84,3,5,6,4,2,4,6,0
28,1,6,1,4,2,4,3,1
63,3,6,2,2,2,4,3,1
180,3,6,1,2,1,4,3,1
64,3,6,1,2,2,4,2,1
50,3,6,1,4,1,4,4,1
94,3,6,1,5,2,4,4,1
140,3,6,6,2,4,10,2,1
165,3,6,1,4,1,4,5,1
70,3,5,1,4,3,4,3,1
61,3,6,1,6,3,4,3,1
54,3,6,1,3,3,4,3,1
25,3,5,6,3,3,10,5,1
35,3,6,6,7,3,4,4,1
35,3,5,2,7,3,4,8,1
24,3,6,6,7,3,4,4,1
63,1,6,1,5,3,4,4,1
35,3,6,1,5,2,4,2,1
35,3,8,6,7,3,4,4,1
58,3,6,1,2,1,4,4,1
88,1,2,1,4,1,9,5,1
78,1,6,1,2,1,4,5,1
88,1,2,1,2,1,4,3,1
20,1,2,6,2,2,4,4,1
84,1,6,1,2,1,4,4,1
24,3,6,1,2,4,4,2,1
180,1,6,1,2,1,4,2,1
45,1,6,6,2,1,4,4,1
28,3,6,1,3,2,4,2,1
84,1,2,1,2,1,3,3,1
63,1,2,1,2,1,4,4,1
50,3,6,6,3,1,4,4,1
63,3,6,1,2,1,4,6,1
126,1,2,1,2,1,4,2,1
96,1,2,6,5,1,10,4,1
54,3,6,1,3,1,10,1,1
63,3,6,1,2,1,4,4,1
50,3,6,1,2,1,4,3,1
84,3,5,1,5,1,4,6,1
63,3,6,1,2,1,4,6,1
70,3,6,1,2,1,4,3,1
135,1,2,1,2,1,4,5,1
63,1,6,1,6,1,10,4,1
45,1,6,1,2,1,4,3,1
90,3,6,1,2,1,4,10,0
88,1,6,1,2,1,4,5,1
32,3,6,6,10,1,4,5,1
20,1,2,1,2,1,4,3,1
72,1,6,1,5,1,1,4,1
91,3,6,1,5,1,4,5,1
119,1,2,1,5,1,10,2,1
84,1,2,1,2,1,4,3,1
120,1,2,1,2,1,4,4,1
105,1,2,1,2,1,4,4,1
91,1,2,1,5,1,4,2,1
57,3,6,1,4,1,4,5,1
108,1,6,1,4,1,4,3,1
91,1,6,1,7,1,4,3,1
102,1,6,1,2,1,4,2,1
54,1,2,1,1,1,4,7,1
84,3,6,2,6,1,10,2,1
60,1,2,1,1,1,4,3,1
42,1,6,1,1,1,4,2,1
45,3,6,6,4,1,4,4,1
24,3,6,1,5,1,4,3,1
63,1,6,1,2,1,10,3,1
80,1,2,1,5,1,4,6,1
96,1,2,1,5,1,4,6,1
24,3,8,2,6,2,10,1,1
126,1,2,1,2,1,4,4,1
97,1,2,1,2,1,4,2,1
110,1,2,1,1,1,4,1,1
140,1,6,1,2,1,4,5,1
156,1,2,1,2,1,3,3,1
18,3,6,2,2,2,4,3,1
140,1,2,1,2,1,4,5,1
90,1,2,1,2,1,3,4,1
18,1,6,1,2,2,4,3,1
140,1,2,1,2,2,4,4,1
48,3,6,1,2,1,4,8,1
98,1,2,1,5,1,4,3,1
120,1,2,1,4,1,4,8,1
96,1,2,1,4,1,4,5,1
108,1,2,1,4,1,4,8,1
63,1,2,1,4,1,4,7,0
77,1,6,1,5,1,4,4,1
48,1,2,1,2,1,4,3,1
84,1,2,1,4,1,4,5,1
48,1,6,1,5,1,4,1,1
93,1,6,1,4,1,4,4,1
108,3,6,1,2,1,4,4,1
68,1,6,1,2,1,4,6,1
84,3,6,1,2,1,4,5,1
56,3,6,1,2,1,4,3,1
96,1,2,1,2,1,4,4,1
54,3,6,6,2,1,4,5,1
63,1,2,1,2,1,4,5,1
84,1,2,1,4,1,4,4,1
84,1,6,1,4,1,4,4,1
105,1,6,1,2,1,4,3,1
35,3,6,1,4,1,4,5,1
63,1,6,1,4,1,4,1,1
51,1,2,1,2,1,4,5,1
140,1,6,1,4,1,4,7,1
133,1,6,1,4,1,4,4,1
112,3,6,1,4,1,4,8,1
63,1,6,1,4,1,10,5,0
135,3,5,1,4,1,4,4,1
36,3,6,1,4,1,4,6,1
148,1,2,1,4,1,4,3,1
63,3,5,1,4,1,10,3,1
91,1,8,1,4,1,10,4,1
99,3,5,1,4,2,4,3,1
48,3,6,2,5,2,10,2,1
40,1,8,1,6,2,10,1,1
80,3,5,1,5,1,4,4,1
45,3,2,2,4,1,10,5,1
77,1,2,1,5,1,4,2,1
81,3,8,1,6,1,10,4,0
63,3,6,1,4,1,10,2,1
54,1,2,1,4,1,4,4,1
151,1,6,1,2,1,4,4,1
58,3,5,2,4,1,4,3,1
90,3,6,1,1,1,4,3,1
126,3,6,1,2,1,4,4,1
106,1,6,1,4,1,4,3,1
55,3,6,1,5,1,10,6,0
48,3,6,1,5,1,4,4,1
440,1,2,1,4,1,4,5,1
112,3,5,6,5,4,10,4,1
72,3,5,6,4,2,10,3,1
45,3,5,1,6,4,10,4,1
55,3,5,6,6,2,10,2,1
96,3,5,1,6,2,10,2,1
50,3,5,6,8,2,10,1,1
84,3,5,1,6,4,10,3,1
108,3,8,6,6,2,10,3,1
90,3,5,1,6,4,4,5,1
24,3,5,1,5,2,10,2,1
45,3,5,6,6,1,4,7,1
68,3,6,6,6,1,10,6,1
108,1,6,1,4,1,4,9,1
63,3,5,6,6,2,4,4,1
45,3,6,6,6,1,4,3,1
65,3,5,1,6,1,4,6,1
36,3,5,6,6,4,10,4,0
45,3,6,6,6,2,4,1,1
176,7,8,1,7,1,4,4,0
56,3,6,2,2,1,4,4,1
144,1,6,1,5,1,10,3,1
96,3,8,1,6,1,10,5,0
63,3,6,1,5,1,4,4,1
35,3,6,1,2,1,4,3,1
84,3,8,1,6,1,10,3,1
63,3,8,1,5,1,10,3,1
70,3,6,1,4,1,4,5,1
80,3,6,1,5,1,4,1,1
108,1,6,1,5,1,10,4,1
120,1,2,1,5,1,4,7,1
24,3,8,6,6,2,10,1,1
200,1,2,1,2,1,3,6,1
104,1,6,1,2,1,4,6,1
84,1,6,1,5,1,10,6,1
63,3,6,6,6,1,10,4,1
38,1,6,1,5,1,10,5,1
80,1,6,1,5,1,4,2,1
100,3,6,1,5,1,4,6,1
96,3,6,1,6,1,4,4,1
72,3,6,6,6,2,4,1,1
96,3,6,1,2,1,4,4,1
90,3,6,1,6,1,10,2,1
135,1,4,1,6,1,10,6,1
48,3,6,6,6,2,10,4,1
48,3,6,1,2,1,4,1,1
84,3,6,1,6,1,10,5,1
84,1,2,1,5,1,4,4,1
63,3,8,6,6,1,10,5,1
104,3,6,1,6,1,10,6,1
30,3,6,6,5,1,10,4,1
28,3,6,1,5,1,4,3,1
36,3,6,1,6,1,10,6,0
40,3,6,1,5,2,10,6,1
42,1,2,1,5,1,10,3,1
54,3,6,1,6,2,10,2,1
77,1,5,1,5,1,4,4,1
56,3,5,1,4,1,10,3,1
30,3,5,1,6,1,10,5,1
48,3,6,1,4,1,10,5,1
60,3,6,1,5,1,4,4,1
59,3,6,1,5,1,10,2,1
94,1,6,1,5,1,10,2,1
30,4,6,1,5,1,10,4,1
35,3,6,1,5,2,10,5,1
63,1,6,1,5,1,4,4,1
40,3,6,1,5,2,10,3,1
84,1,6,1,5,1,10,2,1
90,1,6,1,4,1,4,2,1
64,3,6,1,5,1,4,4,1
72,3,6,6,5,1,10,2,1
84,1,2,1,5,1,10,2,1
97,1,6,1,5,1,4,6,1
48,3,6,6,5,2,10,2,1
55,1,6,1,5,1,4,2,1
120,1,2,1,5,1,10,4,1
120,1,2,1,5,1,4,7,1
98,1,2,1,5,1,4,4,1
144,1,2,2,4,1,10,4,1
216,1,2,1,4,1,4,2,1
79,1,2,1,5,1,4,3,1
89,1,6,2,5,1,4,3,1
84,1,6,6,5,1,4,3,1
84,1,6,1,5,1,4,4,1
98,1,2,1,5,2,4,4,1
72,1,6,1,5,1,4,2,1
48,3,6,6,6,2,10,2,1
114,1,2,1,5,1,4,4,1
120,1,2,1,5,1,4,2,1
72,1,6,1,5,1,4,2,1
78,1,2,1,4,2,4,5,1
70,3,6,1,7,2,4,6,1
50,3,6,1,5,1,4,4,1
60,3,6,1,2,1,4,3,1
63,3,6,1,2,2,4,4,1
63,3,6,1,5,1,10,4,1
108,1,6,1,2,1,4,5,1
104,3,6,1,7,1,4,3,1
48,1,6,4,2,1,4,6,1
264,1,6,1,6,1,4,3,1
44,3,8,1,7,1,10,4,1
50,3,6,1,7,2,10,5,1
66,1,6,1,2,1,4,2,1
209,1,6,1,2,1,4,3,1
110,1,2,1,2,2,4,5,1
108,1,2,1,7,1,10,7,1
77,1,2,1,7,1,4,4,1
63,3,6,1,7,1,10,6,0
48,3,6,1,7,1,4,4,1
190,1,2,1,1,1,4,4,1
104,1,2,1,2,1,4,2,1
135,1,6,1,5,1,10,5,1
77,3,6,1,5,2,10,4,1
105,3,6,1,5,1,4,5,1
104,1,6,1,5,1,4,3,1
66,3,6,1,5,1,10,5,1
84,1,6,1,2,1,4,4,1
105,1,6,1,5,1,4,4,1
72,3,8,1,2,1,4,3,1
66,1,6,1,5,1,4,1,1
43,3,6,1,5,2,4,6,1
63,1,6,1,5,1,4,6,1
54,3,6,1,7,1,4,6,0
63,3,6,1,5,2,4,3,1
48,3,6,1,5,2,4,3,1
63,3,6,1,1,1,4,4,1
72,1,6,1,7,1,4,2,1
48,3,6,1,5,1,4,5,1
45,3,6,6,5,2,4,2,1
54,3,6,1,7,1,4,4,1
72,3,6,6,4,1,4,4,1
40,3,6,1,2,1,4,6,1
54,3,8,6,5,2,10,3,1
54,1,6,1,2,1,4,5,1
70,1,6,1,2,2,4,3,1
35,3,6,1,7,1,4,6,1
28,3,6,2,4,2,4,2,1
40,3,6,6,2,1,4,1,1
48,3,6,1,5,2,4,3,1
45,3,6,6,4,1,4,4,1
35,3,6,1,4,1,4,4,1
84,1,2,1,4,1,4,3,1
70,1,2,1,4,1,4,4,1
80,3,6,1,2,2,4,3,1
24,3,6,6,6,1,10,2,1
96,3,8,2,4,1,10,6,1
130,3,6,1,4,1,4,6,1
63,3,2,1,4,1,4,1,1
70,3,6,1,4,1,4,1,1
300,1,2,1,4,1,4,6,1
35,1,2,1,2,1,4,4,1
35,1,6,1,4,2,4,7,1
35,1,6,1,2,1,4,4,1
45,3,6,1,5,1,4,5,0
65,3,6,1,2,1,10,6,1
63,1,6,1,6,2,4,3,1
35,1,6,1,2,1,4,4,1
45,1,1,2,4,1,4,4,1
88,1,6,1,1,1,4,4,1
117,1,1,1,4,1,2,5,1
35,3,6,1,6,1,4,4,1
208,1,6,1,6,2,4,4,1
54,1,6,1,7,2,10,3,1
32,3,6,1,6,2,4,4,1
54,3,6,6,6,2,4,4,1
117,1,6,1,6,1,4,2,1
35,3,6,1,6,1,4,5,1
35,3,8,6,7,1,4,6,1
54,3,6,6,7,2,4,6,0
104,1,6,1,2,1,4,4,1
108,1,4,1,2,1,4,6,1
35,1,8,1,7,1,4,3,1
108,1,6,1,7,1,4,8,1
99,1,6,1,7,1,4,5,1
42,1,4,1,2,1,4,4,1
135,1,4,1,2,1,4,6,1
108,1,6,1,2,1,4,3,1
128,1,6,1,7,1,4,5,1
63,1,4,1,7,1,4,4,1
96,1,4,1,7,1,4,3,1
63,1,4,1,5,1,4,6,1
35,3,6,1,2,1,0,1,1
