Luas lantai (m2),Jenis dinding,Jenis Lantai,Kepimilikan FTBAB,Sumber air minum,Sumber penerangan,Bahan bakar,Banyak ART,Outcome
72,1,2,1,5,1,10,4,1
78,3,6,1,4,1,10,7,0
192,1,6,1,5,1,4,4,1
80,1,6,1,2,2,4,5,1
144,1,2,1,4,1,4,4,1
100,3,6,1,4,2,4,3,1
72,3,6,1,5,1,4,4,1
45,3,6,1,4,1,4,4,1
44,3,6,1,4,2,4,4,1
24,3,8,2,4,2,4,4,1
178,3,5,1,5,1,4,4,1
84,3,6,1,4,1,4,3,1
128,3,5,1,5,1,4,3,1
36,3,6,1,4,1,4,4,1
50,3,6,1,6,1,10,4,0
60,3,6,1,5,2,4,3,1
60,1,6,1,4,1,4,4,1
35,3,6,1,4,1,4,1,1
81,1,6,1,2,1,4,3,1
54,3,6,1,2,1,4,4,1
54,3,6,1,2,1,4,2,1
84,1,2,1,4,1,4,4,1
80,3,6,1,4,1,4,5,1
63,3,6,1,4,1,4,3,1
24,3,6,2,2,1,4,4,1
45,3,6,2,4,1,4,3,1
252,1,2,1,5,1,4,5,1
80,3,6,1,4,1,4,6,1
120,1,2,1,2,1,4,3,1
81,1,2,1,2,1,4,3,1
108,1,2,1,4,1,4,2,1
72,3,6,1,2,1,4,2,1
63,3,8,1,4,1,4,4,1
63,1,2,1,2,1,4,4,1
54,3,6,4,4,2,4,1,1
63,3,6,2,4,1,10,5,1
124,1,2,1,2,1,4,4,1
35,3,6,1,4,1,4,3,1
42,3,6,2,4,1,4,2,1
72,3,8,1,5,1,4,5,1
102,1,6,1,4,1,4,7,1
81,3,6,1,4,1,10,3,1
112,1,2,1,4,1,4,3,1
81,1,2,1,4,1,10,3,1
81,3,6,1,4,1,4,3,1
72,3,5,1,4,1,4,4,1
108,1,6,1,4,1,4,3,1
65,3,6,1,4,1,4,3,1
76,3,6,6,4,1,10,4,1
119,1,2,1,4,1,10,3,1
99,1,6,1,4,1,4,4,1
101,1,6,1,5,1,10,6,1
114,1,6,1,4,1,10,5,1
87,1,6,1,4,1,10,3,1
92,1,6,1,4,1,10,6,1
20,4,8,2,4,2,10,1,1
84,1,2,1,4,1,4,6,1
160,3,5,1,5,1,4,3,1
52,3,5,6,6,4,10,3,1
87,3,5,2,5,1,4,3,1
68,3,5,2,5,1,4,2,1
258,3,5,1,5,1,4,2,1
200,3,5,1,5,1,4,5,1
266,3,5,1,5,1,4,3,1
96,3,5,6,5,1,4,2,1
52,3,6,1,5,2,4,3,1
114,3,5,1,5,1,4,7,1
224,3,5,1,4,1,4,5,1
72,3,5,1,4,1,4,4,1
61,3,5,6,2,2,4,1,1
144,3,5,1,4,1,4,3,1
96,3,5,1,4,1,4,5,1
104,1,6,1,4,1,10,4,1
84,1,6,1,5,1,10,4,1
164,1,2,1,4,1,4,2,1
210,3,5,1,4,1,4,4,1
147,3,5,1,4,1,4,3,1
147,3,6,1,2,1,3,2,1
84,3,6,1,4,1,4,5,1
72,3,5,2,2,1,4,4,1
102,1,6,2,4,1,4,6,1
66,3,6,1,4,2,4,1,1
30,3,6,2,2,2,4,1,1
128,1,2,1,4,1,4,6,1
35,3,6,1,4,2,4,2,1
96,3,6,1,2,1,4,3,1
32,1,6,1,4,1,4,5,1
40,3,6,1,6,1,4,3,1
70,1,6,1,5,1,4,4,1
36,3,6,1,6,1,4,3,0
130,1,6,1,5,2,4,4,1
60,3,6,1,4,1,4,5,1
84,1,2,1,6,1,4,3,1
132,1,5,1,4,1,10,3,1
70,1,6,1,6,1,4,4,1
50,3,8,1,6,1,10,5,0
100,3,5,1,6,1,4,6,1
35,3,5,1,4,2,4,4,1
44,3,6,2,4,2,4,3,1
96,3,5,1,4,1,4,3,1
144,3,5,1,4,1,4,1,1
40,3,6,1,4,2,10,4,1
60,3,5,1,7,4,10,2,1
96,3,5,1,4,1,4,4,1
119,3,5,1,4,1,9,4,1
120,1,2,1,4,1,4,4,1
77,3,5,1,4,1,4,5,1
70,1,6,1,4,1,9,5,1
185,3,6,1,4,1,4,3,1
140,3,5,1,4,1,4,6,0
84,3,5,1,4,1,4,5,1
105,3,5,6,4,1,4,4,1
101,3,5,1,4,1,4,2,1
98,3,6,1,4,1,4,4,1
105,3,5,1,4,1,4,8,1
105,1,2,1,4,1,4,3,1
65,3,6,1,4,1,4,3,1
84,3,5,6,4,1,10,3,1
77,3,6,1,4,1,4,3,1
420,1,6,1,4,1,4,8,1
63,1,6,1,4,2,4,1,1
63,3,6,1,2,1,4,4,1
54,3,6,1,4,2,4,1,1
98,3,6,6,5,2,4,5,1
156,3,6,1,4,1,4,7,1
45,3,6,1,4,2,10,4,1
45,3,6,1,2,1,4,4,1
122,1,6,1,4,1,4,6,1
61,3,6,1,5,1,4,4,1
89,3,6,2,4,2,10,5,1
123,1,2,1,2,1,10,3,1
118,1,2,1,4,1,10,4,1
66,1,2,1,4,1,4,2,1
84,1,2,1,4,1,4,3,1
172,1,2,1,4,1,4,3,1
125,1,2,1,4,1,4,3,1
119,1,2,1,2,1,10,3,1
144,3,5,1,7,1,4,3,1
63,3,5,1,7,1,10,2,1
31,3,5,1,7,1,4,4,1
30,3,5,1,7,2,4,4,0
60,3,5,1,7,1,4,5,1
24,3,5,1,7,2,4,3,1
54,3,5,1,7,1,4,2,1
96,3,5,1,7,1,4,1,1
35,3,6,1,7,1,4,5,1
126,3,5,1,7,1,4,4,1
78,3,5,1,5,2,4,2,1
88,3,6,1,7,2,4,4,1
28,3,5,2,7,2,10,6,1
108,3,5,1,7,1,10,2,1
214,3,5,1,7,1,4,3,1
160,3,5,1,7,1,4,4,1
54,3,5,2,7,1,4,3,1
120,3,5,1,4,1,9,3,1
67,3,5,2,7,2,4,3,1
53,3,5,1,7,1,4,8,1
77,3,5,1,5,2,4,4,1
77,3,5,1,5,1,10,7,0
141,3,6,1,5,1,4,4,1
119,3,5,1,5,1,4,4,1
120,3,6,1,5,1,10,3,1
42,3,5,6,5,1,4,5,1
95,3,6,1,5,1,4,6,1
72,3,6,1,4,1,4,4,1
42,3,5,6,5,2,4,7,0
161,3,5,1,5,1,4,2,1
34,3,8,1,6,2,10,3,1
99,3,5,1,5,1,10,5,1
142,3,5,1,5,1,10,3,1
105,3,5,1,6,1,4,4,1
66,3,5,1,6,1,10,4,1
96,3,5,1,6,1,4,2,1
40,3,5,2,6,2,10,4,1
60,3,5,1,6,1,9,4,1
133,3,5,1,5,1,4,3,1
50,3,5,1,6,4,10,7,1
78,3,6,1,4,1,4,4,0
70,1,6,2,4,1,4,5,1
96,1,6,1,4,1,4,3,1
116,1,6,1,5,1,4,3,1
56,3,6,1,4,1,4,5,1
45,3,6,1,4,1,10,4,1
304,3,5,1,5,1,4,2,1
199,1,6,1,4,1,4,4,1
71,3,6,2,4,2,4,3,1
66,3,6,1,4,1,4,2,1
198,1,4,1,4,1,9,4,1
165,1,6,2,4,1,10,2,1
108,1,6,1,4,1,4,3,1
35,3,6,2,2,2,4,3,1
160,3,6,1,4,1,4,5,1
45,3,6,1,4,1,4,1,1
30,3,6,2,4,1,10,3,1
84,3,6,1,4,1,10,3,1
170,1,6,1,2,1,9,4,1
63,1,6,2,4,1,10,3,1
72,3,5,1,4,1,4,3,1
175,1,4,1,4,1,9,9,1
316,1,2,1,4,1,4,5,1
146,1,2,1,4,1,4,6,1
33,3,5,1,4,1,4,4,1
41,3,5,1,4,1,4,3,1
57,3,5,1,4,1,4,3,1
169,3,5,1,4,2,10,2,1
96,1,2,1,4,1,4,7,1
117,3,5,1,4,1,4,5,1
84,3,6,1,4,1,4,3,1
300,1,6,1,4,1,4,7,1
75,1,6,1,2,1,4,3,1
78,3,6,1,4,1,10,3,1
104,3,6,6,5,1,10,3,1
90,3,6,2,4,2,10,5,1
96,3,6,1,4,2,4,2,1
98,3,6,1,4,1,4,5,1
117,4,6,1,5,1,4,6,1
32,3,6,6,5,2,4,5,0
60,4,6,1,4,1,4,3,1
98,3,6,1,5,1,4,2,1
168,1,2,1,4,1,4,4,1
64,3,6,2,4,1,4,6,1
98,3,6,1,4,1,4,2,1
72,3,6,1,6,1,4,3,1
84,3,6,1,4,1,4,4,1
102,1,2,1,4,1,4,5,1
54,3,6,6,4,1,4,5,1
54,3,6,1,4,1,4,4,1
48,3,6,1,7,1,4,4,1
96,3,5,1,7,1,4,4,1
54,3,6,6,7,2,4,7,0
66,3,6,1,7,1,4,4,1
84,3,6,1,7,1,4,2,1
49,3,5,1,7,1,4,2,1
55,3,6,6,7,1,4,7,1
36,3,7,1,7,1,4,4,1
90,3,5,6,7,1,4,5,1
42,3,5,1,7,1,4,2,1
60,3,6,1,4,1,4,4,1
148,1,2,2,4,1,4,3,1
60,3,5,1,4,2,10,1,1
53,3,5,2,9,2,10,3,1
98,3,5,1,4,1,4,3,1
90,1,6,1,4,1,4,4,1
42,3,6,2,4,1,4,4,1
156,1,2,1,7,1,4,5,1
132,1,2,1,2,1,4,3,1
99,3,6,2,9,1,4,3,1
105,3,5,1,5,1,4,4,1
105,3,5,1,4,1,9,4,1
147,3,5,1,5,1,4,2,1
45,3,5,1,7,1,4,5,1
118,3,6,1,4,1,4,5,1
114,3,5,1,7,1,4,4,1
152,3,5,1,4,1,9,2,1
100,3,5,1,4,1,4,3,1
95,3,5,6,5,1,9,4,1
110,3,6,1,5,1,4,2,1
54,3,2,1,2,1,4,4,1
104,7,5,1,2,1,4,6,1
117,1,2,1,2,1,4,3,1
96,1,2,1,2,1,4,8,1
48,3,5,1,2,1,4,4,1
120,3,5,1,2,1,4,5,1
84,3,5,1,3,1,4,2,1
120,1,2,1,3,1,4,3,1
60,3,6,1,3,1,10,1,1
37,1,6,1,3,1,10,3,1
198,1,1,1,3,1,4,5,1
72,3,5,1,2,1,4,6,1
36,3,6,1,2,1,4,5,1
70,3,6,1,2,1,4,5,1
63,1,2,1,1,2,4,4,1
24,3,6,2,3,1,10,4,1
198,1,2,1,1,1,4,4,1
54,1,2,1,2,1,4,4,1
36,1,6,2,2,2,4,1,1
117,3,6,1,2,1,4,9,1
63,7,5,1,7,1,4,5,1
153,1,2,1,2,1,4,5,1
84,3,5,1,7,1,4,4,1
46,1,2,1,7,1,4,4,1
45,7,6,1,7,1,4,5,1
42,3,6,1,7,1,4,8,1
84,1,2,1,7,1,4,5,1
78,1,2,1,2,1,4,3,1
98,3,2,1,2,1,4,3,1
58,1,2,1,7,1,4,5,1
48,1,2,1,7,1,4,3,1
94,1,4,1,7,1,4,5,1
63,1,6,1,7,3,10,5,0
54,3,6,1,7,3,10,7,0
54,1,6,2,7,1,7,5,1
96,1,6,1,7,1,4,4,1
93,1,6,1,7,1,4,6,0
32,1,2,1,2,1,4,3,1
55,3,6,1,7,1,10,7,1
84,1,6,1,7,1,4,4,1
90,1,2,1,4,1,10,12,1
98,1,7,1,4,1,4,6,1
72,1,1,1,4,1,4,7,1
91,1,2,1,2,1,4,2,1
35,3,6,1,2,1,4,3,1
54,3,5,1,2,1,4,6,1
105,3,6,1,4,1,4,10,0
120,1,2,1,4,1,4,7,1
35,3,6,1,2,1,4,3,1
170,1,1,1,2,1,4,6,1
154,1,1,1,5,1,4,4,1
40,3,6,2,7,1,4,4,1
63,3,5,1,5,1,4,5,1
55,3,5,1,5,2,4,4,1
98,1,6,1,4,1,4,7,1
63,3,5,1,5,1,4,6,1
108,1,2,1,2,3,4,5,1
105,3,2,1,4,1,4,4,1
40,3,6,1,5,1,4,6,1
77,1,2,1,2,1,4,2,1
70,3,5,1,7,1,4,6,1
22,1,1,2,1,1,4,1,1
117,1,6,1,2,1,4,8,1
60,1,1,1,1,1,4,3,1
78,3,5,1,3,1,4,4,1
40,1,6,1,2,1,4,1,1
54,3,6,1,2,1,4,6,1
32,3,6,2,2,2,4,4,1
70,1,6,1,3,1,4,4,1
35,3,5,1,7,2,4,3,1
72,3,6,1,2,1,4,5,1
91,1,6,1,7,1,4,4,1
73,3,5,1,7,1,4,3,1
24,3,5,1,7,2,4,4,1
72,3,5,1,7,1,10,8,1
112,3,5,1,2,1,4,4,1
126,1,2,1,7,1,4,5,1
49,3,6,1,2,1,4,2,1
69,3,5,1,7,1,10,5,1
84,3,5,1,3,1,4,7,1
105,3,5,1,2,1,4,4,1
35,3,5,1,3,1,4,4,1
103,1,1,1,1,1,3,3,1
55,3,6,1,3,1,4,8,1
72,3,5,1,3,1,4,8,1
37,3,4,1,3,1,4,6,1
96,1,5,1,3,1,4,6,1
20,3,5,1,2,1,4,1,1
35,3,6,1,2,1,3,6,1
98,3,2,1,7,1,4,12,1
54,3,6,1,2,1,4,3,1
66,3,5,1,2,1,4,4,1
70,1,2,1,7,1,4,3,1
66,3,6,1,7,1,4,3,1
27,3,5,1,7,1,4,4,1
99,3,2,1,7,1,4,5,1
133,1,2,1,2,1,4,4,1
63,3,6,6,7,1,4,3,1
60,1,6,1,7,1,4,2,1
54,3,5,1,3,1,4,4,1
96,3,5,1,3,1,4,4,1
24,3,6,1,2,2,4,4,1
27,3,5,1,3,2,4,1,1
54,3,6,1,3,1,4,5,1
77,1,6,1,2,1,4,1,1
84,3,6,1,3,1,4,8,1
35,3,5,1,3,1,10,8,1
60,1,2,1,3,1,4,3,1
54,3,6,1,2,1,4,6,1
131,1,2,1,7,1,4,4,1
54,1,6,1,7,1,4,7,1
54,3,6,1,7,1,4,3,1
42,3,6,1,7,1,4,3,1
35,3,6,1,7,1,4,3,1
60,3,6,6,7,2,4,4,1
48,3,6,1,7,1,4,4,1
108,1,6,1,7,1,4,6,1
60,3,6,1,7,1,4,5,1
35,3,6,1,7,1,4,3,1
83,1,6,1,5,1,4,4,1
105,1,6,1,5,1,4,2,1
63,3,6,1,5,1,10,2,1
60,3,6,1,5,1,4,2,1
63,1,6,1,5,1,4,2,1
63,3,5,1,5,1,4,1,1
35,3,6,1,5,1,4,4,1
63,1,6,1,5,1,4,6,1
105,1,6,1,5,1,4,8,1
63,1,6,1,5,1,10,2,1
96,3,6,1,4,1,10,4,1
51,3,8,1,5,1,10,5,1
100,1,6,1,4,1,4,3,1
63,3,6,1,4,1,4,7,1
56,3,6,1,4,1,10,4,1
90,3,6,1,4,1,4,5,1
63,3,6,1,4,1,4,6,1
63,3,6,1,4,1,4,6,1
90,1,6,1,4,1,4,4,1
63,3,6,1,4,1,4,4,1
57,2,6,1,5,1,4,3,1
30,3,6,1,5,1,10,3,1
54,3,6,1,5,1,10,4,1
68,3,8,1,5,1,10,3,1
100,3,6,1,5,1,4,6,1
89,1,6,1,5,1,4,5,1
40,3,8,1,5,2,10,3,1
72,1,1,1,5,1,4,4,1
94,3,6,1,5,1,10,5,1
30,3,6,6,5,1,4,4,1
55,3,6,1,5,1,4,4,1
161,1,6,1,5,1,4,5,1
35,3,6,1,5,1,4,4,1
42,3,5,1,5,1,4,4,0
72,1,8,1,5,1,4,6,1
136,1,6,1,5,1,4,4,1
30,3,6,6,5,2,4,1,1
24,3,5,1,5,1,4,5,1
45,3,6,1,5,1,4,4,1
128,1,2,1,5,1,4,5,1
126,1,6,1,7,3,4,4,1
48,1,2,1,7,3,4,3,1
35,3,6,6,7,3,4,5,1
70,1,6,1,7,3,4,2,1
40,1,6,1,7,4,4,4,1
120,1,2,1,7,1,4,3,1
35,3,6,6,7,1,4,4,1
45,3,6,6,7,3,4,4,1
84,1,6,1,7,3,4,4,1
40,3,7,6,7,4,4,4,1
208,1,2,1,7,3,4,8,1
88,1,2,1,7,3,4,4,1
35,1,6,6,7,3,4,6,0
120,1,2,1,7,3,4,4,1
126,1,6,1,7,3,4,2,1
84,1,6,1,7,3,4,4,1
60,1,6,1,7,3,4,5,1
96,1,2,1,7,3,4,4,1
99,1,6,6,7,3,4,3,1
117,1,6,1,7,3,4,5,1
84,1,2,1,7,1,4,2,1
143,1,2,1,7,1,4,1,1
63,1,6,6,7,1,4,5,1
117,1,6,1,7,1,4,6,0
180,1,2,1,7,1,4,2,1
66,3,5,1,7,1,4,4,1
96,3,6,1,7,1,3,5,1
117,1,6,1,7,1,4,5,1
108,1,2,1,7,1,4,4,1
168,1,2,1,7,1,4,5,1
54,3,6,1,6,2,4,4,1
117,1,6,1,7,1,4,4,1
91,1,2,1,7,1,4,4,1
96,1,2,1,7,1,4,4,1
40,3,6,1,5,1,4,4,0
42,3,6,6,7,1,4,5,1
77,2,6,6,7,1,4,3,1
108,1,6,1,6,1,4,3,1
63,1,6,6,7,2,4,1,1
57,3,6,1,7,1,4,2,1
112,1,2,1,7,1,4,2,1
94,3,6,1,7,1,4,5,1
105,1,6,1,7,1,4,5,1
64,3,2,1,7,1,4,3,1
121,3,6,1,7,1,4,3,1
72,3,6,1,7,1,4,2,1
84,3,6,1,7,1,4,5,1
78,1,6,1,7,1,4,5,1
32,3,5,1,4,2,4,3,1
75,1,6,1,7,1,4,1,1
140,1,2,1,7,1,4,2,1
119,1,2,1,7,1,4,2,1
105,1,2,1,7,1,4,1,1
99,1,2,1,7,1,4,7,1
77,3,6,1,7,2,4,2,1
78,3,6,1,7,2,4,3,1
72,3,8,1,7,1,4,7,1
28,3,6,2,7,2,4,4,1
30,3,5,6,7,2,4,3,1
28,3,5,2,7,2,4,3,1
77,1,6,6,7,1,4,3,1
171,1,1,1,7,1,4,3,1
63,1,6,1,7,1,4,1,1
88,1,6,1,7,1,4,5,1
30,3,6,1,7,2,10,1,1
35,3,6,6,7,1,4,4,1
168,1,2,1,7,1,4,6,1
35,1,6,1,7,1,4,5,1
35,3,6,6,7,2,4,3,1
56,1,6,6,7,1,4,4,1
104,1,6,1,7,1,4,6,1
64,3,6,4,7,2,4,3,1
210,1,6,1,7,1,4,6,1
60,1,8,2,7,1,4,5,1
160,1,2,1,7,1,4,5,1
210,1,2,1,7,1,4,2,1
63,7,6,1,7,1,4,1,1
120,1,6,1,7,1,4,1,1
147,1,6,1,7,1,4,2,1
105,1,6,1,7,1,4,4,1
54,3,6,1,5,1,4,4,1
48,1,6,1,7,1,4,5,1
96,1,6,1,7,1,4,4,1
54,3,5,6,9,3,4,8,1
56,3,5,1,5,1,4,4,1
133,1,2,1,7,1,4,5,1
35,3,5,6,9,2,10,1,1
91,1,2,1,5,1,4,3,1
88,1,6,1,5,1,4,8,1
35,3,6,6,5,1,4,1,1
70,3,6,1,5,1,4,5,1
30,7,6,1,7,1,4,4,1
35,3,6,2,7,2,4,4,1
36,1,6,1,7,2,4,3,1
56,3,6,1,7,1,4,3,1
84,1,6,1,7,1,4,5,1
119,1,2,1,7,1,4,4,1
185,1,2,1,7,1,4,6,1
210,1,2,1,7,1,4,2,1
120,1,6,1,7,1,4,4,1
60,3,5,1,7,2,4,5,0
35,3,6,2,7,2,10,1,1
80,1,2,1,2,1,4,4,1
54,3,5,1,7,1,10,3,1
56,1,6,1,7,1,4,4,1
40,3,6,1,7,2,4,3,1
49,1,6,1,7,1,4,4,1
84,1,1,1,7,1,4,4,1
84,1,1,1,7,1,4,2,1
54,1,6,1,7,1,4,5,1
88,3,6,1,7,2,10,7,1
84,3,6,1,7,1,10,3,1
94,7,5,1,7,1,10,3,1
88,1,1,1,7,1,4,3,1
45,3,6,1,7,1,4,3,1
47,3,6,4,7,1,10,4,1
56,3,6,6,7,1,10,5,0
54,1,6,1,7,1,4,3,1
63,1,1,1,7,1,4,3,1
35,3,6,1,8,2,4,4,1
124,1,2,1,7,1,4,4,1
142,1,6,1,7,1,4,5,1
72,1,6,1,7,1,4,4,1
220,1,2,1,8,1,4,1,1
48,3,6,1,7,1,4,2,1
104,1,6,1,7,1,4,2,1
35,3,6,6,7,2,4,3,1
96,1,2,1,7,1,10,5,1
36,3,8,6,7,2,4,2,1
68,3,6,6,7,2,4,4,1
105,1,6,1,7,1,4,4,1
180,1,6,1,7,1,4,3,1
89,3,5,1,7,1,4,2,1
160,1,4,1,7,1,4,3,1
119,3,5,1,7,1,4,4,1
184,1,4,1,7,1,4,3,1
63,3,5,1,7,1,4,4,1
165,1,4,1,7,1,4,2,1
165,1,4,1,7,1,4,2,1
84,3,5,1,7,1,4,1,1
18,3,6,6,7,1,4,4,1
180,3,6,1,7,1,4,4,1
35,3,6,1,7,1,10,4,1
72,3,6,1,7,1,4,4,1
24,3,6,6,7,2,4,4,1
35,3,6,6,7,2,4,5,1
35,3,6,1,7,1,4,5,1
28,3,6,1,7,1,1,1,1
160,1,2,1,7,1,4,2,1
81,1,1,1,7,1,10,5,1
50,3,5,6,7,1,4,7,0
64,3,5,6,7,1,10,6,0
50,3,6,1,7,1,4,2,1
88,1,6,1,7,1,4,2,1
140,1,6,1,7,1,4,3,1
72,3,5,6,7,1,10,4,1
47,3,6,1,7,1,4,4,0
120,1,2,1,7,1,4,6,1
150,1,6,1,7,1,4,4,1
77,1,6,1,7,1,4,3,1
77,1,6,6,7,1,4,3,1
63,1,2,1,5,1,4,1,1
77,1,2,1,7,1,4,2,1
48,3,5,6,7,2,4,1,1
108,1,6,1,7,1,4,4,1
35,3,5,6,7,2,4,3,1
98,1,8,1,7,1,4,4,1
96,1,6,1,7,1,4,3,1
80,3,6,6,7,1,4,4,1
112,1,2,1,7,1,4,4,1
60,3,6,1,7,1,4,3,1
96,3,6,1,7,1,4,4,1
55,3,6,1,7,1,4,2,1
65,3,2,1,7,1,4,3,1
136,1,2,1,7,1,4,1,1
40,3,5,2,7,2,4,4,1
30,3,5,6,8,2,10,1,1
54,3,2,1,7,1,4,2,1
56,3,5,2,7,1,4,3,1
50,3,5,1,7,1,10,6,1
112,3,6,1,6,1,4,8,0
44,4,6,1,7,1,4,5,1
47,3,6,1,7,1,4,4,1
50,3,6,1,7,1,4,2,1
70,1,6,2,5,1,4,1,1
45,3,6,1,7,1,4,2,0
70,1,2,1,7,1,4,3,1
96,3,6,1,7,1,4,4,1
78,1,6,1,5,1,4,5,1
150,1,2,1,7,1,4,3,1
54,3,6,1,7,1,4,2,1
50,3,5,6,7,2,4,4,1
91,1,6,1,8,1,4,6,0
153,1,2,1,8,1,4,3,1
84,3,2,1,7,1,4,3,1
91,3,6,1,8,1,4,4,0
104,1,2,1,7,1,4,4,1
98,3,6,1,7,1,4,5,1
78,3,8,1,7,1,4,4,0
54,7,6,1,4,1,4,3,1
77,1,6,1,7,1,4,5,1
91,1,6,1,7,1,4,4,1
78,3,6,1,7,1,4,2,1
84,3,6,1,7,2,10,7,0
77,2,5,1,5,1,4,5,0
45,3,6,1,7,1,4,1,1
77,3,6,1,7,2,4,3,0
84,3,6,1,8,1,4,4,0
84,1,5,1,7,2,4,1,1
72,7,6,1,7,1,4,4,1
65,3,6,1,7,3,4,4,1
59,3,6,1,7,3,4,5,0
55,3,5,6,7,3,4,5,0
55,3,5,6,7,3,4,3,1
91,1,6,1,7,3,10,3,1
55,3,6,6,7,3,4,3,1
89,1,6,1,7,3,4,4,1
54,3,5,1,7,3,4,4,0
84,3,6,1,7,3,4,7,0
54,3,5,6,7,3,4,4,1
60,3,5,6,7,3,4,6,0
72,3,6,6,7,3,4,3,1
50,3,5,6,7,3,4,6,0
36,3,5,6,7,3,4,6,0
60,3,6,4,7,3,4,4,1
112,1,6,1,7,3,4,5,1
77,3,6,1,7,3,4,3,1
112,1,6,1,7,3,4,5,1
66,3,5,6,7,3,4,3,0
72,3,6,6,7,3,4,5,0
96,1,2,1,7,3,4,7,1
51,3,6,1,7,3,4,2,1
144,1,2,1,7,3,4,3,1
72,3,6,1,7,3,4,3,0
120,3,6,1,7,3,4,2,1
48,3,6,1,8,3,4,5,1
180,1,6,1,8,3,4,2,1
54,3,6,1,7,3,4,4,1
35,3,6,1,7,3,4,3,0
81,3,6,1,7,3,4,6,0
54,3,4,1,7,1,4,3,1
154,1,6,1,4,1,4,4,1
90,1,6,6,7,1,4,4,1
96,1,4,1,7,1,4,2,1
40,3,6,4,2,1,4,3,1
45,3,5,6,7,1,4,3,1
153,1,6,1,7,1,4,4,1
120,3,6,1,7,1,4,2,1
84,1,6,1,7,1,4,4,1
50,3,5,1,7,1,4,5,1
72,3,6,1,7,1,4,6,1
27,3,6,1,7,2,4,2,1
35,3,6,6,5,1,4,4,0
90,1,6,1,4,1,4,2,1
78,1,2,1,5,1,4,5,1
35,3,5,1,7,2,4,3,1
90,3,6,1,7,1,4,1,1
96,1,6,1,6,1,4,2,1
59,3,6,1,6,1,4,2,1
72,1,6,2,7,1,4,2,1
180,1,1,1,8,1,4,2,1
160,1,6,1,7,1,4,4,1
35,3,5,6,7,2,4,3,1
128,1,6,1,7,1,4,2,1
60,1,2,1,7,1,4,5,1
114,3,6,1,7,1,1,2,0
23,3,5,6,7,2,10,1,0
45,3,5,6,7,2,7,3,1
28,3,6,6,7,2,4,3,1
35,3,5,6,7,1,4,5,0
84,3,6,1,7,3,4,5,1
35,3,6,1,7,3,4,4,1
35,3,7,6,8,3,4,3,1
42,3,5,1,7,3,4,5,0
42,1,6,1,7,3,4,4,1
47,3,5,6,7,3,4,4,1
47,7,7,6,7,3,4,5,0
40,1,6,1,7,3,4,5,1
20,7,5,2,7,3,4,2,1
90,1,6,1,7,3,4,4,1
24,3,5,1,7,1,4,4,1
53,1,6,1,7,3,4,3,1
100,3,6,1,7,3,4,4,1
106,1,2,1,7,3,4,3,1
129,1,4,1,7,3,4,4,1
57,3,5,1,7,3,4,8,1
83,3,6,6,7,1,4,5,1
126,1,6,1,7,3,4,4,1
207,1,2,1,7,3,4,3,1
154,1,2,1,7,3,4,4,1
135,1,6,1,2,3,4,6,1
48,1,6,1,7,3,10,4,1
120,1,6,1,2,3,4,5,1
30,3,5,4,2,3,10,4,1
180,1,6,1,7,3,10,7,1
120,1,6,1,2,3,4,3,1
40,3,6,1,2,3,4,3,1
54,3,5,6,7,4,4,1,1
126,1,6,1,2,3,4,4,1
40,3,6,4,7,3,4,2,1
54,3,6,6,7,3,10,2,1
132,1,6,1,7,2,4,2,1
160,1,2,1,7,3,10,7,1
142,1,2,1,7,3,4,2,1
36,3,5,6,7,3,4,6,1
300,1,6,1,7,3,4,5,1
54,3,6,1,7,3,4,4,1
115,3,6,1,7,3,4,6,1
162,1,6,1,7,3,10,4,1
40,3,6,6,7,3,4,4,1
60,3,5,6,7,3,10,6,0
160,1,6,6,7,3,4,5,1
139,1,6,1,7,3,10,5,1
399,1,6,1,7,3,4,3,1
84,3,7,6,7,3,10,5,1
104,1,2,1,7,3,4,5,1
45,3,6,6,7,3,10,6,1
35,7,6,6,7,3,4,3,1
88,1,6,1,7,3,4,8,0
286,1,2,1,7,3,4,2,1
35,3,7,6,7,3,4,3,1
165,1,2,1,7,3,4,9,0
131,1,2,1,7,3,4,5,1
78,3,7,6,6,3,10,2,1
120,1,6,1,7,3,4,5,0
166,1,2,1,7,3,4,4,1
80,7,6,1,7,3,7,2,1
113,1,2,1,7,3,4,1,1
45,3,6,1,7,3,4,5,0
35,3,5,6,7,3,4,5,0
45,3,5,6,7,3,4,4,1
64,3,5,1,7,3,10,5,1
40,1,6,6,7,3,4,3,1
60,1,6,1,7,3,4,5,0
58,3,4,1,7,3,4,3,0
54,1,8,1,7,3,4,3,1
48,3,5,6,7,4,4,6,0
104,1,2,1,7,3,4,2,1
72,3,5,1,5,2,10,2,1
80,3,5,6,5,1,10,5,1
72,3,5,1,5,1,10,9,0
24,3,5,1,5,2,10,2,1
120,3,5,1,5,1,7,5,0
54,1,6,2,5,1,7,6,1
50,3,5,1,5,1,10,8,0
54,1,5,1,5,1,10,6,0
54,3,5,5,5,1,10,2,0
54,3,5,2,5,1,10,3,1
48,3,5,1,5,1,10,3,0
45,3,5,1,5,1,10,2,1
35,3,5,1,5,1,10,5,1
24,3,5,1,5,2,10,1,1
30,3,5,2,5,2,10,3,1
35,3,5,1,5,1,10,4,0
24,3,5,6,5,1,10,1,0
96,3,5,6,5,1,10,8,1
40,3,5,1,5,1,10,4,1
